"HGNC.ID"	"Approved.symbol"	"Approved.name"	"Previous.symbols"	"Alias.symbols"	"NCBI.Gene.ID"	"Ensembl.gene.ID"
"HGNC:16542"	"PPIAP2"	"peptidylprolyl isomerase A pseudogene 2"	""	"bA384D7.2"	170537	"ENSG00000227379"
"HGNC:16545"	"PPIAP3"	"peptidylprolyl isomerase A pseudogene 3"	""	"bA425M5.2"	170539	"ENSG00000235044"
"HGNC:19935"	"PPIAP4"	"peptidylprolyl isomerase A pseudogene 4"	""	""	122552	"ENSG00000258591"
"HGNC:20027"	"PPIAP5"	"peptidylprolyl isomerase A pseudogene 5"	""	""	122842	"ENSG00000258996"
"HGNC:20028"	"PPIAP6"	"peptidylprolyl isomerase A pseudogene 6"	""	""	319128	"ENSG00000258477"
"HGNC:9270"	"PPIAP7"	"peptidylprolyl isomerase A pseudogene 7"	"PPIP7"	""	5489	"ENSG00000173810"
"HGNC:9271"	"PPIAP8"	"peptidylprolyl isomerase A pseudogene 8"	"PPIP8"	""	341457	"ENSG00000225185"
"HGNC:9272"	"PPIAP9"	"peptidylprolyl isomerase A pseudogene 9"	"PPIP9"	"Em:AC006046.3"	5491	"ENSG00000219797"
"HGNC:9264"	"PPIAP10"	"peptidylprolyl isomerase A pseudogene 10"	"PPIAL2, PPIP10"	"CRP"	140913	"ENSG00000224530"
"HGNC:9263"	"PPIAP11"	"peptidylprolyl isomerase A pseudogene 11"	"PPIP1"	""	5483	"ENSG00000251495"
"HGNC:9266"	"PPIAP13"	"peptidylprolyl isomerase A pseudogene 13"	"PPIP3"	""	5485	"ENSG00000237882"
"HGNC:9267"	"PPIAP14"	"peptidylprolyl isomerase A pseudogene 14"	"PPIP4"	""	5486	"ENSG00000264775"
"HGNC:9268"	"PPIAP15"	"peptidylprolyl isomerase A pseudogene 15"	"PPIP5"	""	5487	"ENSG00000244196"
"HGNC:9269"	"PPIAP16"	"peptidylprolyl isomerase A pseudogene 16"	"PPIP6"	""	5488	"ENSG00000213509"
"HGNC:16334"	"PPIAP17"	"peptidylprolyl isomerase A pseudogene 17"	"PPIP11"	"bA494B22.1"	170540	"ENSG00000225622"
"HGNC:31663"	"PPIAP19"	"peptidylprolyl isomerase A pseudogene 19"	""	"bA108K1.2"	390006	"ENSG00000228169"
"HGNC:38037"	"PPIAP20"	"peptidylprolyl isomerase A pseudogene 20"	""	""	100500737	"ENSG00000235686"
"HGNC:16246"	"PPIAP21"	"peptidylprolyl isomerase A pseudogene 21"	"PPIAL"	"dJ269M15.1"	170536	"ENSG00000226038"
"HGNC:17236"	"PPIAP22"	"peptidylprolyl isomerase A pseudogene 22"	"PPIAL3"	"PPIA3L"	653214	"ENSG00000198618"
"HGNC:39268"	"PPIAP23"	"peptidylprolyl isomerase A pseudogene 23"	""	""	390419	"ENSG00000214178"
"HGNC:39269"	"PPIAP24"	"peptidylprolyl isomerase A pseudogene 24"	""	""	122335	"ENSG00000174408"
"HGNC:39270"	"PPIAP25"	"peptidylprolyl isomerase A pseudogene 25"	""	""	647085	"ENSG00000229303"
"HGNC:39271"	"PPIAP26"	"peptidylprolyl isomerase A pseudogene 26"	""	""	121981	"ENSG00000150276"
"HGNC:42646"	"PPIAP27"	"peptidylprolyl isomerase A pseudogene 27"	""	""	100874405	"ENSG00000234363"
"HGNC:39902"	"PPIAP28"	"peptidylprolyl isomerase A pseudogene 28"	""	""	390378	"ENSG00000226633"
"HGNC:43021"	"PPIAP29"	"peptidylprolyl isomerase A pseudogene 29"	""	""	134997	"ENSG00000214975"
"HGNC:44878"	"PPIAP30"	"peptidylprolyl isomerase A pseudogene 30"	""	""	100192204	"ENSG00000206448"
"HGNC:44962"	"PPIAP31"	"peptidylprolyl isomerase A pseudogene 31"	""	""	439953	"ENSG00000217094"
"HGNC:49531"	"PPIAP32"	"peptidylprolyl isomerase A pseudogene 32"	""	""	101927399	"ENSG00000233319"
"HGNC:49752"	"PPIAP33"	"peptidylprolyl isomerase A pseudogene 33"	""	""	392285	"ENSG00000178654"
"HGNC:53658"	"PPIAP34"	"peptidylprolyl isomerase A pseudogene 34"	""	""	101060363	"ENSG00000234397"
"HGNC:53659"	"PPIAP35"	"peptidylprolyl isomerase A pseudogene 35"	""	""	128192	"ENSG00000232369"
"HGNC:53660"	"PPIAP36"	"peptidylprolyl isomerase A pseudogene 36"	""	""	111082961	"ENSG00000236872"
"HGNC:53661"	"PPIAP37"	"peptidylprolyl isomerase A pseudogene 37"	""	""	111082976	"ENSG00000226003"
"HGNC:53663"	"PPIAP39"	"peptidylprolyl isomerase A pseudogene 39"	""	""	111082963	"ENSG00000230018"
"HGNC:53664"	"PPIAP40"	"peptidylprolyl isomerase A pseudogene 40"	""	""	107984349	"ENSG00000230593"
"HGNC:53665"	"PPIAP41"	"peptidylprolyl isomerase A pseudogene 41"	""	""	111082977	"ENSG00000254463"
"HGNC:53666"	"PPIAP42"	"peptidylprolyl isomerase A pseudogene 42"	""	""	100507231	"ENSG00000213592"
"HGNC:53667"	"PPIAP43"	"peptidylprolyl isomerase A pseudogene 43"	""	""	440063	"ENSG00000255059"
"HGNC:53668"	"PPIAP44"	"peptidylprolyl isomerase A pseudogene 44"	""	""	111082964	"ENSG00000258118"
"HGNC:53669"	"PPIAP45"	"peptidylprolyl isomerase A pseudogene 45"	""	""	100506099	"ENSG00000258116"
"HGNC:53670"	"PPIAP46"	"peptidylprolyl isomerase A pseudogene 46"	""	""	729739	"ENSG00000260266"
"HGNC:53671"	"PPIAP47"	"peptidylprolyl isomerase A pseudogene 47"	""	""	391532	"ENSG00000260815"
"HGNC:53672"	"PPIAP48"	"peptidylprolyl isomerase A pseudogene 48"	""	""	111082978	"ENSG00000260187"
"HGNC:53673"	"PPIAP49"	"peptidylprolyl isomerase A pseudogene 49"	""	""	111082973	"ENSG00000260471"
"HGNC:53675"	"PPIAP51"	"peptidylprolyl isomerase A pseudogene 51"	""	""	729313	"ENSG00000260229"
"HGNC:53676"	"PPIAP52"	"peptidylprolyl isomerase A pseudogene 52"	""	""	111082965	"ENSG00000270606"
"HGNC:53677"	"PPIAP53"	"peptidylprolyl isomerase A pseudogene 53"	""	""	649873	"ENSG00000223878"
"HGNC:53678"	"PPIAP54"	"peptidylprolyl isomerase A pseudogene 54"	""	""	390791	"ENSG00000264655"
"HGNC:53679"	"PPIAP55"	"peptidylprolyl isomerase A pseudogene 55"	""	""	342541	"ENSG00000228979"
"HGNC:53680"	"PPIAP56"	"peptidylprolyl isomerase A pseudogene 56"	""	""	101927689	"ENSG00000267663"
"HGNC:53682"	"PPIAP58"	"peptidylprolyl isomerase A pseudogene 58"	""	""	126170	"ENSG00000267258"
"HGNC:53683"	"PPIAP59"	"peptidylprolyl isomerase A pseudogene 59"	""	""	390956	"ENSG00000228674"
"HGNC:53684"	"PPIAP60"	"peptidylprolyl isomerase A pseudogene 60"	""	""	107985791	"ENSG00000226961"
"HGNC:53686"	"PPIAP62"	"peptidylprolyl isomerase A pseudogene 62"	""	""	101928610	"ENSG00000226473"
"HGNC:53687"	"PPIAP63"	"peptidylprolyl isomerase A pseudogene 63"	""	""	111082966	"ENSG00000231570"
"HGNC:53688"	"PPIAP64"	"peptidylprolyl isomerase A pseudogene 64"	""	""	100287361	"ENSG00000236259"
"HGNC:53689"	"PPIAP65"	"peptidylprolyl isomerase A pseudogene 65"	""	""	111082980	"ENSG00000233428"
"HGNC:53690"	"PPIAP66"	"peptidylprolyl isomerase A pseudogene 66"	""	""	643997	"ENSG00000226131"
"HGNC:53691"	"PPIAP67"	"peptidylprolyl isomerase A pseudogene 67"	""	""	111082981	"ENSG00000237260"
"HGNC:53692"	"PPIAP68"	"peptidylprolyl isomerase A pseudogene 68"	""	""	111082967	"ENSG00000213739"
"HGNC:53693"	"PPIAP69"	"peptidylprolyl isomerase A pseudogene 69"	""	""	111082982	"ENSG00000228337"
"HGNC:53694"	"PPIAP70"	"peptidylprolyl isomerase A pseudogene 70"	""	""	100506946	"ENSG00000232407"
"HGNC:53695"	"PPIAP71"	"peptidylprolyl isomerase A pseudogene 71"	""	""	107986014	"ENSG00000244183"
"HGNC:53696"	"PPIAP72"	"peptidylprolyl isomerase A pseudogene 72"	""	""	256374	"ENSG00000174715"
"HGNC:53697"	"PPIAP73"	"peptidylprolyl isomerase A pseudogene 73"	""	""	391587	"ENSG00000182000"
"HGNC:53698"	"PPIAP74"	"peptidylprolyl isomerase A pseudogene 74"	""	""	131055	"ENSG00000220343"
"HGNC:53701"	"PPIAP77"	"peptidylprolyl isomerase A pseudogene 77"	""	""	402213	"ENSG00000249092"
"HGNC:53702"	"PPIAP78"	"peptidylprolyl isomerase A pseudogene 78"	""	""	202227	"ENSG00000234838"
"HGNC:53703"	"PPIAP79"	"peptidylprolyl isomerase A pseudogene 79"	""	""	100289244	"ENSG00000214853"
"HGNC:53704"	"PPIAP80"	"peptidylprolyl isomerase A pseudogene 80"	""	""	402644	"ENSG00000174495"
"HGNC:53705"	"PPIAP81"	"peptidylprolyl isomerase A pseudogene 81"	""	""	107986732	"ENSG00000213548"
"HGNC:53706"	"PPIAP82"	"peptidylprolyl isomerase A pseudogene 82"	""	""	442713	"ENSG00000213455"
"HGNC:53707"	"PPIAP83"	"peptidylprolyl isomerase A pseudogene 83"	""	""	111082969	"ENSG00000242978"
"HGNC:53711"	"PPIAP87"	"peptidylprolyl isomerase A pseudogene 87"	""	""	392352	"ENSG00000219149"
"HGNC:53713"	"PPIAP89"	"peptidylprolyl isomerase A pseudogene 89"	""	""	442460	"ENSG00000223819"
"HGNC:9255"	"PPIB"	"peptidylprolyl isomerase B"	""	"CYPB, OI9, PPIase, B, CYP-S1, SCYLP"	5479	"ENSG00000166794"
"HGNC:9256"	"PPIC"	"peptidylprolyl isomerase C"	""	"CYPC"	5480	"ENSG00000168938"
"HGNC:40464"	"PPIC-AS1"	"PPIC antisense RNA 1"	""	""	107986447	"ENSG00000249996"
"HGNC:9257"	"PPID"	"peptidylprolyl isomerase D"	""	"CYP-40"	5481	"ENSG00000171497"
"HGNC:9258"	"PPIE"	"peptidylprolyl isomerase E"	""	"CyP-33, MGC3736, MGC111222"	10450	"ENSG00000084072"
"HGNC:33195"	"PPIEL"	"peptidylprolyl isomerase E like pseudogene"	""	"PPIEP1"	728448	"ENSG00000243970"
"HGNC:9259"	"PPIF"	"peptidylprolyl isomerase F"	""	"hCyP3, Cyp-D"	10105	"ENSG00000108179"
"HGNC:14650"	"PPIG"	"peptidylprolyl isomerase G"	""	"CARS-Cyp, SRCyp, SCAF10"	9360	"ENSG00000138398"
"HGNC:14651"	"PPIH"	"peptidylprolyl isomerase H"	""	"USA-CYP, CYP-20, SnuCyp-20, CYPH, MGC5016"	10465	"ENSG00000171960"
"HGNC:31355"	"PPIHP1"	"peptidylprolyl isomerase H pseudogene 1"	""	""	246731	"ENSG00000230911"
"HGNC:31356"	"PPIHP2"	"peptidylprolyl isomerase H pseudogene 2"	""	""	404199	"ENSG00000220541"
"HGNC:9260"	"PPIL1"	"peptidylprolyl isomerase like 1"	""	"CYPL1"	51645	"ENSG00000137168"
"HGNC:20865"	"PPIL1P1"	"peptidylprolyl isomerase like 1 pseudogene 1"	""	""	150947	"ENSG00000237951"
"HGNC:9261"	"PPIL2"	"peptidylprolyl isomerase like 2"	""	"UBOX7, CYC4, Cyp-60"	23759	"ENSG00000100023"
"HGNC:9262"	"PPIL3"	"peptidylprolyl isomerase like 3"	""	"CyPJ"	53938	"ENSG00000240344"
"HGNC:15702"	"PPIL4"	"peptidylprolyl isomerase like 4"	""	""	85313	"ENSG00000131013"
"HGNC:21557"	"PPIL6"	"peptidylprolyl isomerase like 6"	""	"bA425D10.6, MGC41939, dJ919F19.1, RSPH12"	285755	"ENSG00000185250"
"HGNC:29023"	"PPIP5K1"	"diphosphoinositol pentakisphosphate kinase 1"	"HISPPD2A"	"KIAA0377, IPS1, VIP1"	9677	"ENSG00000168781"
"HGNC:29035"	"PPIP5K2"	"diphosphoinositol pentakisphosphate kinase 2"	"HISPPD1, DFNB100"	"KIAA0433, VIP2, CFAP160"	23262	"ENSG00000145725"
"HGNC:9273"	"PPL"	"periplakin"	""	""	5493	"ENSG00000118898"
"HGNC:9275"	"PPM1A"	"protein phosphatase, Mg2+/Mn2+ dependent 1A"	""	"MGC9201, PP2Calpha, PP2CA"	5494	"ENSG00000100614"
"HGNC:30175"	"PPM1AP1"	"protein phosphatase, Mg2+/Mn2+ dependent 1A pseudogene 1"	""	""	137012	"ENSG00000250483"
"HGNC:9276"	"PPM1B"	"protein phosphatase, Mg2+/Mn2+ dependent 1B"	""	"PPC2BETAX, PP2CB, PP2CBETA"	5495	"ENSG00000138032"
"HGNC:9277"	"PPM1D"	"protein phosphatase, Mg2+/Mn2+ dependent 1D"	""	"Wip1, PP2C-DELTA"	8493	"ENSG00000170836"
"HGNC:19322"	"PPM1E"	"protein phosphatase, Mg2+/Mn2+ dependent 1E"	""	"POPX1, KIAA1072, PP2CH, CaMKP-N"	22843	"ENSG00000175175"
"HGNC:19388"	"PPM1F"	"protein phosphatase, Mg2+/Mn2+ dependent 1F"	""	"FEM-2, KIAA0015, POPX2, CaMKPase, CAMKP"	9647	"ENSG00000100034"
"HGNC:40888"	"PPM1F-AS1"	"PPM1F antisense RNA 1"	""	""	100286925	"ENSG00000224086"
"HGNC:9278"	"PPM1G"	"protein phosphatase, Mg2+/Mn2+ dependent 1G"	""	"PP2CG, PP2Cgamma"	5496	"ENSG00000115241"
"HGNC:18583"	"PPM1H"	"protein phosphatase, Mg2+/Mn2+ dependent 1H"	"ARHCL1"	"KIAA1157, FLJ13253, NERPP-2C"	57460	"ENSG00000111110"
"HGNC:20785"	"PPM1J"	"protein phosphatase, Mg2+/Mn2+ dependent 1J"	""	"FLJ35951, MGC19531, DKFZp434P1514, PP2Czeta, PPP2CZ"	333926	"ENSG00000155367"
"HGNC:55355"	"PPM1J-DT"	"PPM1J divergent transcript"	""	""	105378910	"ENSG00000261595"
"HGNC:25415"	"PPM1K"	"protein phosphatase, Mg2+/Mn2+ dependent 1K"	""	"DKFZp761G058, PP2Ckappa, hPTMP, PP2Cm, BDP"	152926	"ENSG00000163644"
"HGNC:54093"	"PPM1K-DT"	"PPM1K divergent transcript"	""	""	105369192	"ENSG00000246375"
"HGNC:16381"	"PPM1L"	"protein phosphatase, Mg2+/Mn2+ dependent 1L"	""	"PP2CE"	151742	"ENSG00000163590"
"HGNC:26506"	"PPM1M"	"protein phosphatase, Mg2+/Mn2+ dependent 1M"	""	"PP2Ceta, FLJ32332"	132160	"ENSG00000164088"
"HGNC:26845"	"PPM1N"	"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)"	""	"FLJ40125"	147699	"ENSG00000213889"
"HGNC:30178"	"PPME1"	"protein phosphatase methylesterase 1"	""	"PME-1, ABDH19"	51400	"ENSG00000214517"
"HGNC:9280"	"PPOX"	"protoporphyrinogen oxidase"	"VP"	"PPO"	5498	"ENSG00000143224"
"HGNC:9281"	"PPP1CA"	"protein phosphatase 1 catalytic subunit alpha"	"PPP1A"	"PP1A, PP-1A, PP1alpha"	5499	"ENSG00000172531"
"HGNC:9282"	"PPP1CB"	"protein phosphatase 1 catalytic subunit beta"	""	"PP1B, PP-1B, PP1beta, PP1c, MP, PPP1beta"	5500	"ENSG00000213639"
"HGNC:9283"	"PPP1CC"	"protein phosphatase 1 catalytic subunit gamma"	""	"PP1C, PP1gamma"	5501	"ENSG00000186298"
"HGNC:9286"	"PPP1R1A"	"protein phosphatase 1 regulatory inhibitor subunit 1A"	""	""	5502	"ENSG00000135447"
"HGNC:16316"	"PPP1R1AP1"	"protein phosphatase 1 regulatory inhibitor subunit 1A pseudogene 1"	""	""	94304	"ENSG00000255255"
"HGNC:16317"	"PPP1R1AP2"	"protein phosphatase 1 regulatory inhibitor subunit 1A pseudogene 2"	""	""	100129627	"ENSG00000261084"
"HGNC:9287"	"PPP1R1B"	"protein phosphatase 1 regulatory inhibitor subunit 1B"	""	"DARPP-32, FLJ20940"	84152	"ENSG00000131771"
"HGNC:14940"	"PPP1R1C"	"protein phosphatase 1 regulatory inhibitor subunit 1C"	""	"Inhibitor-1-like"	151242	"ENSG00000150722"
"HGNC:9288"	"PPP1R2"	"protein phosphatase 1 regulatory inhibitor subunit 2"	""	"IPP2, PPP1R2A"	5504	"ENSG00000184203"
"HGNC:16318"	"PPP1R2B"	"PPP1R2 family member B"	"PPP1R2P3"	"MGC87149"	153743	"ENSG00000231989"
"HGNC:16324"	"PPP1R2C"	"PPP1R2C family member C"	"PPP1R2P9"	"I-4"	80316	"ENSG00000102055"
"HGNC:9289"	"PPP1R2P1"	"protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 1"	"PPP1R2P"	"IPP-2P"	100507444	"ENSG00000234515"
"HGNC:9290"	"PPP1R2P2"	"protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 2"	""	""	54036	"ENSG00000234008"
"HGNC:16319"	"PPP1R2P4"	"protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 4"	""	""	728970	"ENSG00000241353"
"HGNC:16320"	"PPP1R2P5"	"protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 5"	""	""	649489	"ENSG00000229360"
"HGNC:16321"	"PPP1R2P6"	"protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 6"	""	""	100130972	"ENSG00000241661"
"HGNC:42008"	"PPP1R2P10"	"protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 10"	""	""	100128626	"ENSG00000213232"
"HGNC:9291"	"PPP1R3A"	"protein phosphatase 1 regulatory subunit 3A"	"PPP1R3"	"GM"	5506	"ENSG00000154415"
"HGNC:14942"	"PPP1R3B"	"protein phosphatase 1 regulatory subunit 3B"	""	"GL, FLJ14005, PPP1R4"	79660	"ENSG00000173281"
"HGNC:9293"	"PPP1R3C"	"protein phosphatase 1 regulatory subunit 3C"	"PPP1R5"	"PTG"	5507	"ENSG00000119938"
"HGNC:9294"	"PPP1R3D"	"protein phosphatase 1 regulatory subunit 3D"	"PPP1R6"	""	5509	"ENSG00000132825"
"HGNC:14943"	"PPP1R3E"	"protein phosphatase 1 regulatory subunit 3E"	""	"FLJ00089"	90673	"ENSG00000235194"
"HGNC:14944"	"PPP1R3F"	"protein phosphatase 1 regulatory subunit 3F"	""	"Hb2E"	89801	"ENSG00000049769"
"HGNC:14945"	"PPP1R3G"	"protein phosphatase 1 regulatory subunit 3G"	""	""	648791	"ENSG00000219607"
"HGNC:9295"	"PPP1R7"	"protein phosphatase 1 regulatory subunit 7"	""	"sds22"	5510	"ENSG00000115685"
"HGNC:9296"	"PPP1R8"	"protein phosphatase 1 regulatory subunit 8"	""	"ard-1, NIPP-1, PRO2047, ARD1, NIPP1"	5511	"ENSG00000117751"
"HGNC:9297"	"PPP1R8P1"	"protein phosphatase 1 regulatory subunit 8 pseudogene 1"	"PPP1R8P"	""	5512	"ENSG00000224986"
"HGNC:14946"	"PPP1R9A"	"protein phosphatase 1 regulatory subunit 9A"	""	"Neurabin-I, KIAA1222, FLJ20068"	55607	"ENSG00000158528"
"HGNC:40696"	"PPP1R9A-AS1"	"PPP1R9A antisense RNA 1"	""	""	105375405	"ENSG00000236197"
"HGNC:9298"	"PPP1R9B"	"protein phosphatase 1 regulatory subunit 9B"	"PPP1R6, PPP1R9"	"Spn, SPINO"	84687	"ENSG00000108819"
"HGNC:9284"	"PPP1R10"	"protein phosphatase 1 regulatory subunit 10"	""	"PNUTS, FB19, CAT53, p99"	5514	"ENSG00000204569"
"HGNC:16325"	"PPP1R10P1"	"protein phosphatase 1 regulatory subunit 10 pseudogene 1"	"PPP1R10P"	""	100422381	"ENSG00000255352"
"HGNC:9285"	"PPP1R11"	"protein phosphatase 1 regulatory inhibitor subunit 11"	"TCTE5"	"HCGV, Tctex5, HCG-V, CFAP255"	6992	"ENSG00000204619"
"HGNC:16326"	"PPP1R11P1"	"protein phosphatase 1 regulatory inhibitor subunit 11 pseudogene 1"	""	""	94297	"ENSG00000236216"
"HGNC:16327"	"PPP1R11P2"	"protein phosphatase 1 regulatory inhibitor subunit 11 pseudogene 2"	""	""	94298	"ENSG00000231765"
"HGNC:7618"	"PPP1R12A"	"protein phosphatase 1 regulatory subunit 12A"	"MYPT1"	"MBS, M130"	4659	"ENSG00000058272"
"HGNC:51903"	"PPP1R12A-AS1"	"PPP1R12A antisense RNA 1"	""	"R12A-AS1"	105369865	"ENSG00000257557"
"HGNC:7619"	"PPP1R12B"	"protein phosphatase 1 regulatory subunit 12B"	"MYPT2"	"MGC87886, MGC131980, PP1bp55"	4660	"ENSG00000077157"
"HGNC:18498"	"PPP1R12BP1"	"protein phosphatase 1 regulatory subunit 12B pseudogene 1"	"PPP1R12BP"	"PPP1R12BPY1"	360021	"ENSG00000229238"
"HGNC:23970"	"PPP1R12BP2"	"protein phosphatase 1 regulatory subunit 12B pseudogene 2"	""	""	360020	"ENSG00000205936"
"HGNC:14947"	"PPP1R12C"	"protein phosphatase 1 regulatory subunit 12C"	"LENG3"	"DKFZP434D0412, p84, MBS85, p85, AAVS1"	54776	"ENSG00000125503"
"HGNC:14950"	"PPP1R13B"	"protein phosphatase 1 regulatory subunit 13B"	""	"p53BP2-like, KIAA0771, p85, ASPP1"	23368	"ENSG00000088808"
"HGNC:18838"	"PPP1R13L"	"protein phosphatase 1 regulatory subunit 13 like"	""	"RAI, IASPP"	10848	"ENSG00000104881"
"HGNC:14871"	"PPP1R14A"	"protein phosphatase 1 regulatory inhibitor subunit 14A"	"PPP1INL"	"CPI-17"	94274	"ENSG00000167641"
"HGNC:9057"	"PPP1R14B"	"protein phosphatase 1 regulatory inhibitor subunit 14B"	"PLCB3N"	"SOM172, PNG, PHI-1"	26472	"ENSG00000173457"
"HGNC:54233"	"PPP1R14B-AS1"	"PPP1R14B antisense RNA 1"	""	""	105369340	"ENSG00000256940"
"HGNC:16329"	"PPP1R14BP2"	"protein phosphatase 1 regulatory inhibitor subunit 14B pseudogene 2"	""	""	729406	"ENSG00000213082"
"HGNC:16330"	"PPP1R14BP3"	"protein phosphatase 1 regulatory inhibitor subunit 14B pseudogene 3"	""	""	100507617	"ENSG00000179967"
"HGNC:16331"	"PPP1R14BP4"	"protein phosphatase 1 regulatory inhibitor subunit 14B pseudogene 4"	""	""	94302	"ENSG00000270889"
"HGNC:16332"	"PPP1R14BP5"	"protein phosphatase 1 regulatory inhibitor subunit 14B pseudogene 5"	""	""	442256	"ENSG00000213133"
"HGNC:14952"	"PPP1R14C"	"protein phosphatase 1 regulatory inhibitor subunit 14C"	""	"CPI17-like, NY-BR-81, KEPI"	81706	"ENSG00000198729"
"HGNC:14953"	"PPP1R14D"	"protein phosphatase 1 regulatory inhibitor subunit 14D"	""	"CPI17-like, FLJ20251, GBPI-1, MGC119014, MGC119016"	54866	"ENSG00000166143"
"HGNC:14375"	"PPP1R15A"	"protein phosphatase 1 regulatory subunit 15A"	""	"GADD34"	23645	"ENSG00000087074"
"HGNC:14951"	"PPP1R15B"	"protein phosphatase 1 regulatory subunit 15B"	""	"FLJ14744"	84919	"ENSG00000158615"
"HGNC:14941"	"PPP1R16A"	"protein phosphatase 1 regulatory subunit 16A"	""	"MGC14333, MYPT3"	84988	"ENSG00000160972"
"HGNC:15850"	"PPP1R16B"	"protein phosphatase 1 regulatory subunit 16B"	""	"KIAA0823, TIMAP, ANKRD4"	26051	"ENSG00000101445"
"HGNC:16973"	"PPP1R17"	"protein phosphatase 1 regulatory subunit 17"	"C7orf16"	"GSBS"	10842	"ENSG00000106341"
"HGNC:29413"	"PPP1R18"	"protein phosphatase 1 regulatory subunit 18"	"KIAA1949"	"phostensin"	170954	"ENSG00000146112"
"HGNC:30595"	"PPP1R21"	"protein phosphatase 1 regulatory subunit 21"	"CCDC128, KLRAQ1"	"FLJ16566"	129285	"ENSG00000162869"
"HGNC:29089"	"PPP1R26"	"protein phosphatase 1 regulatory subunit 26"	"KIAA0649"	""	9858	"ENSG00000196422"
"HGNC:48717"	"PPP1R26-AS1"	"PPP1R26 antisense RNA 1"	""	""	100506599	"ENSG00000225361"
"HGNC:42015"	"PPP1R26P1"	"protein phosphatase 1 regulatory subunit 26 pseudogene 1"	"KIAA0649P1"	""	100418740	"ENSG00000238086"
"HGNC:42016"	"PPP1R26P2"	"protein phosphatase 1 regulatory subunit 26 pseudogene 2"	"KIAA0649P2"	""	100133064	"ENSG00000273643"
"HGNC:42017"	"PPP1R26P3"	"protein phosphatase 1 regulatory subunit 26 pseudogene 3"	"KIAA0649P3"	""	100132173	"ENSG00000275060"
"HGNC:42018"	"PPP1R26P4"	"protein phosphatase 1 regulatory subunit 26 pseudogene 4"	"KIAA0649P4"	""	100132295	"ENSG00000278008"
"HGNC:42019"	"PPP1R26P5"	"protein phosphatase 1 regulatory subunit 26 pseudogene 5"	"KIAA0649P5"	""	100133040	"ENSG00000232771"
"HGNC:16813"	"PPP1R27"	"protein phosphatase 1 regulatory subunit 27"	"DYSFIP1"	"toonin"	116729	"ENSG00000182676"
"HGNC:28869"	"PPP1R32"	"protein phosphatase 1 regulatory subunit 32"	"C11orf66"	"IIIG9, FLJ32771"	220004	"ENSG00000162148"
"HGNC:28320"	"PPP1R35"	"protein phosphatase 1 regulatory subunit 35"	"C7orf47"	"MGC22793"	221908	"ENSG00000160813"
"HGNC:41194"	"PPP1R35-AS1"	"PPP1R35 antisense RNA 1"	""	""	101927632	"ENSG00000240211"
"HGNC:20097"	"PPP1R36"	"protein phosphatase 1 regulatory subunit 36"	"C14orf50"	""	145376	"ENSG00000165807"
"HGNC:27607"	"PPP1R37"	"protein phosphatase 1 regulatory subunit 37"	"LRRC68"	""	284352	"ENSG00000104866"
"HGNC:33732"	"PPP1R42"	"protein phosphatase 1 regulatory subunit 42"	"LRRC67"	"dtr, TLLR"	286187	"ENSG00000178125"
"HGNC:9299"	"PPP2CA"	"protein phosphatase 2 catalytic subunit alpha"	""	"PP2Calpha, PP2AC"	5515	"ENSG00000113575"
"HGNC:9300"	"PPP2CB"	"protein phosphatase 2 catalytic subunit beta"	""	"PP2Abeta"	5516	"ENSG00000104695"
"HGNC:9302"	"PPP2R1A"	"protein phosphatase 2 scaffold subunit Aalpha"	""	"PR65A, PP2A-Aalpha, PP2AA"	5518	"ENSG00000105568"
"HGNC:9303"	"PPP2R1B"	"protein phosphatase 2 scaffold subunit Abeta"	""	"PR65B, PP2A-Abeta"	5519	"ENSG00000137713"
"HGNC:9304"	"PPP2R2A"	"protein phosphatase 2 regulatory subunit Balpha"	""	"PR52A, PR55A, B55A, PR55alpha, B55alpha"	5520	"ENSG00000221914"
"HGNC:9305"	"PPP2R2B"	"protein phosphatase 2 regulatory subunit Bbeta"	"SCA12"	"PR55-BETA, PR52B, B55beta"	5521	"ENSG00000156475"
"HGNC:9306"	"PPP2R2C"	"protein phosphatase 2 regulatory subunit Bgamma"	""	"PR52, IMYPNO, MGC33570, PR55G, B55gamma"	5522	"ENSG00000074211"
"HGNC:23732"	"PPP2R2D"	"protein phosphatase 2 regulatory subunit Bdelta"	""	"MDS026, B55delta, B55D"	55844	"ENSG00000175470"
"HGNC:44544"	"PPP2R2DP1"	"protein phosphatase 2 regulatory subunit Bdelta pseudogene 1"	""	""	100327036	"ENSG00000231668"
"HGNC:9307"	"PPP2R3A"	"protein phosphatase 2 regulatory subunit B''alpha"	"PPP2R3"	"PR130, PR72"	5523	"ENSG00000073711"
"HGNC:13417"	"PPP2R3B"	"protein phosphatase 2 regulatory subunit B''beta"	"PPP2R3L"	"PPP2R3LY, PR48, PR70"	28227	"ENSG00000167393"
